5,301
18,350
30,280
46,254
54,240
111,222
115,180
147,186
343,166
373,183
380,164
407,150
407,158
418,260
418,150
443,241
478,142
506,150
567,120
612,131
612,112
660,137
712,110
720,107
728,93
765,62
800,51
875,52
875,93
915,66
1062,82
1162,57
1275,70
1302,57
1306,45
1316,49
1343,112
1397,95
1608,74
1710,5
1714,14
1788,22
1844,30
1925,32
